"","Species","Pop_ID","Pop_Name","CU_ID","lat","lon","FAZ","MAZ","JAZ","FWA_WATERSHED_CODE","Pop_UID"
"CU-23.45012","Sk","45012","BUSH CREEK/STh","CU-23",50.98892058,-119.7260265,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-094867-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.45012"
"CU-23.3407","Sk","3407","BUSH CREEK-LAKE SHORE","CU-23",50.98774159,-119.7269776,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-094867-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3407"
"CU-23.46419","Sk","46419","CANOE CREEK/STh","CU-23",50.754669,-119.2217339,"STh","GStr","STh+GStr","100-190442-999098-995997-893719-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46419"
"CU-23.46318","Sk","46318","CELISTA CREEK","CU-23",51.19733738,-119.0048077,"STh","GStr","STh+GStr","100-190442-999098-995997-492708-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46318"
"CU-23.3440","Sk","3440","COOKE CREEK","CU-23",50.60472169,-118.8412727,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-341321-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3440"
"CU-23.811","Sk","811","CRAZY CREEK/STh","CU-23",50.99115159,-118.6470889,"STh","GStr","STh+GStr","100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.811"
"CU-23.3394","Sk","3394","CRUIKSHANK POINT-LAKE SHORE W","CU-23",50.88551115,-119.5452442,"STh","GStr","STh+GStr","100-190442-999098-995997-053287-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3394"
"CU-23.46359","Sk","46359","EAGLE RIVER","CU-23",50.84336958,-119.0109085,"STh","GStr","STh+GStr","100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46359"
"CU-23.3390","Sk","3390","FOUR MILE CREEK-LAKE SHORE","CU-23",51.08697512,-118.8943903,"STh","GStr","STh+GStr","100-190442-999098-995997-520959-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3390"
"CU-23.44984","Sk","44984","HIUIHILL CREEK","CU-23",50.92252401,-119.6338982,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-043375-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.44984"
"CU-23.3395","Sk","3395","HLINA CREEK-LAKE SHORE","CU-23",50.94149751,-119.3525021,"STh","GStr","STh+GStr","100-190442-999098-995997-232473-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3395"
"CU-23.46339","Sk","46339","HUNAKWA CREEK","CU-23",51.13383191,-118.9175881,"STh","GStr","STh+GStr","100-190442-999098-995997-520714-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46339"
"CU-23.7641","Sk","7641","JOHNSON CREEK","CU-23",50.69726845,-119.051375,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-089853-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.7641"
"CU-23.46490","Sk","46490","KINGFISHER CREEK/STh","CU-23",50.61256505,-118.7431328,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-373026-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46490"
"CU-23.3402","Sk","3402","KNIGHT CREEK-LAKE SHORE","CU-23",50.79991988,-119.1679627,"STh","GStr","STh+GStr","100-190442-999098-995997-841252-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3402"
"CU-23.3396","Sk","3396","LEE CREEK-LAKE SHORE","CU-23",50.90390602,-119.5288622,"STh","GStr","STh+GStr","100-190442-999098-995997-077580-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3396"
"CU-23.46228","Sk","46228","LITTLE RIVER/STh","CU-23",50.86549159,-119.6048588,"STh","GStr","STh+GStr","100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46228"
"CU-23.3090","Sk","3090","MARA LAKE","CU-23",50.81571136,-118.9843527,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3090"
"CU-23.45015","Sk","45015","MCNOMEE CREEK","CU-23",51.26468696,-118.9454165,"STh","GStr","STh+GStr","100-190442-999098-995997-492860-064395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.45015"
"CU-23.69051","Sk","69051","MOMICH LAKE","CU-23",51.32833986,-119.3668685,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-326444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.69051"
"CU-23.46269","Sk","46269","MOMICH RIVER","CU-23",51.3346128,-119.4231818,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-326444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46269"
"CU-23.3411","Sk","3411","MOMICH RIVER-LAKE SHORE","CU-23",51.33304024,-119.4221078,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-326444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3411"
"CU-23.45009","Sk","45009","NIKWIKWAIA CREEK","CU-23",50.938893,-119.6551932,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-057838-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.45009"
"CU-23.46509","Sk","46509","NOISY CREEK","CU-23",50.70671468,-118.6565973,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-384513-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46509"
"CU-23.46299","Sk","46299","ONYX CREEK","CU-23",50.95367081,-119.2828115,"STh","GStr","STh+GStr","100-190442-999098-995997-296515-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46299"
"CU-23.3399","Sk","3399","ONYX CREEK-LAKE SHORE","CU-23",50.95848196,-119.2839403,"STh","GStr","STh+GStr","100-190442-999098-995997-300661-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3399"
"CU-23.61073","Sk","61073","ONYX CREEK-LAKE SHORE","CU-23",50.95848196,-119.2839403,"STh","GStr","STh+GStr","100-190442-999098-995997-300661-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.61073"
"CU-23.45027","Sk","45027","PERRY RIVER/STh","CU-23",50.99447159,-118.6881933,"STh","GStr","STh+GStr","100-190442-999098-995997-725308-568657-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.45027"
"CU-23.3391","Sk","3391","QUEEST CREEK-LAKE SHORE","CU-23",51.0255451,-118.9613483,"STh","GStr","STh+GStr","100-190442-999098-995997-521370-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3391"
"CU-23.46388","Sk","46388","RIENECKER CREEK","CU-23",50.78916869,-119.1992604,"STh","GStr","STh+GStr","100-190442-999098-995997-860039-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46388"
"CU-23.3406","Sk","3406","RIENECKER CREEK-LAKE SHORE","CU-23",50.79349326,-119.1965826,"STh","GStr","STh+GStr","100-190442-999098-995997-853558-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3406"
"CU-23.61075","Sk","61075","RIENECKER CREEK-LAKE SHORE","CU-23",50.79349326,-119.1965826,"STh","GStr","STh+GStr","100-190442-999098-995997-853558-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.61075"
"CU-23.46309","Sk","46309","ROSS CREEK","CU-23",50.96191015,-119.2409983,"STh","GStr","STh+GStr","100-190442-999098-995997-316627-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46309"
"CU-23.3400","Sk","3400","ROSS CREEK-LAKE SHORE","CU-23",50.96733922,-119.2523096,"STh","GStr","STh+GStr","100-190442-999098-995997-309273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3400"
"CU-23.61074","Sk","61074","ROSS CREEK-LAKE SHORE","CU-23",50.96733922,-119.2523096,"STh","GStr","STh+GStr","100-190442-999098-995997-309273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.61074"
"CU-23.46400","Sk","46400","SALMON RIVER/STh","CU-23",50.69681861,-119.3112952,"STh","GStr","STh+GStr","100-190442-999098-995997-999017-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46400"
"CU-23.46289","Sk","46289","SCOTCH CREEK","CU-23",50.90709332,-119.4921574,"STh","GStr","STh+GStr","100-190442-999098-995997-088471-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46289"
"CU-23.3401","Sk","3401","SCOTCH CREEK-LAKE SHORE","CU-23",50.91443657,-119.5159746,"STh","GStr","STh+GStr","100-190442-999098-995997-083040-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3401"
"CU-23.61072","Sk","61072","SCOTCH CREEK-LAKE SHORE","CU-23",50.91443657,-119.5159746,"STh","GStr","STh+GStr","100-190442-999098-995997-083040-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.61072"
"CU-23.46329","Sk","46329","SEYMOUR RIVER/STh","CU-23",51.23862931,-118.9593268,"STh","GStr","STh+GStr","100-190442-999098-995997-492860-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46329"
"CU-23.45764","Sk","45764","SHUSWAP LAKE","CU-23",50.8816175,-119.5591186,"STh","GStr","STh+GStr","100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.45764"
"CU-23.69052","Sk","69052","SHUSWAP LAKE","CU-23",50.8816175,-119.5591186,"STh","GStr","STh+GStr","100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.69052"
"CU-23.3397","Sk","3397","SHUSWAP LAKE MAIN ARM-N-LAKE SHORE","CU-23",50.96354302,-119.1716658,"STh","GStr","STh+GStr","100-190442-999098-995997-376104-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3397"
"CU-23.3398","Sk","3398","SHUSWAP LAKE MAIN ARM-S-LAKE SHORE","CU-23",50.88915262,-119.398513,"STh","GStr","STh+GStr","100-190442-999098-995997-172801-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3398"
"CU-23.3403","Sk","3403","SHUSWAP LAKE SALMON ARM-E-LAKE SHORE","CU-23",50.89680545,-119.0443437,"STh","GStr","STh+GStr","100-190442-999098-995997-654165-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3403"
"CU-23.7421","Sk","7421","SHUSWAP LAKE-ANSTEY ARM-LAKE SHORE","CU-23",51.042257,-118.962527,"STh","GStr","STh+GStr","100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.7421"
"CU-23.7424","Sk","7424","SHUSWAP LAKE-MAIN ARM-LAKE SHORE","CU-23",50.935912,-119.322929,"STh","GStr","STh+GStr","100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.7424"
"CU-23.7423","Sk","7423","SHUSWAP LAKE-SALMON ARM-LAKE SHORE","CU-23",50.750165,-119.300278,"STh","GStr","STh+GStr","100-190442-999098-995997-947230-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.7423"
"CU-23.3404","Sk","3404","SHUSWAP LAKE-SALMON ARM-N-LAKE SHORE","CU-23",50.80993146,-119.1058401,"STh","GStr","STh+GStr","100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3404"
"CU-23.3405","Sk","3405","SHUSWAP LAKE-SALMON ARM-S-LAKE SHORE","CU-23",50.7771299,-119.17924,"STh","GStr","STh+GStr","100-190442-999098-995997-850033-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3405"
"CU-23.7422","Sk","7422","SHUSWAP LAKE-SEYMOUR ARM-LAKE SHORE","CU-23",51.150176,-119.007274,"STh","GStr","STh+GStr","100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.7422"
"CU-23.46429","Sk","46429","SHUSWAP RIVER-LOWER","CU-23",50.72141906,-119.0468253,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46429"
"CU-23.46440","Sk","46440","SHUSWAP RIVER-MIDDLE","CU-23",50.43116687,-118.7500343,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46440"
"CU-23.7638","Sk","7638","SICAMOUS CREEK","CU-23",50.80824764,-118.9742155,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-029688-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.7638"
"CU-23.46259","Sk","46259","SINMAX CREEK","CU-23",51.07678213,-119.7869024,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-140766-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46259"
"CU-23.3412","Sk","3412","SINMAX CREEK-LAKE SHORE","CU-23",51.07453753,-119.7869227,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-140140-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3412"
"CU-23.46218","Sk","46218","SOUTH THOMPSON RIVER","CU-23",50.6808542,-120.33779,"STh","GStr","STh+GStr","100-190442-999098-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46218"
"CU-23.46389","Sk","46389","TAPPEN CREEK","CU-23",50.77337655,-119.3364157,"STh","GStr","STh+GStr","100-190442-999098-995997-943954-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46389"
"CU-23.46480","Sk","46480","TRINITY CREEK","CU-23",50.53944704,-118.9640309,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-273538-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46480"
"CU-23.61063","Sk","61063","TSIKWUSTUM CREEK","CU-23",51.40059577,-119.4241307,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-363430-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.61063"
"CU-23.46529","Sk","46529","TSUIUS CREEK","CU-23",50.62694248,-118.6838084,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-384771-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46529"
"CU-23.7642","Sk","7642","TSUIUS CREEK-LAKE SHORE","CU-23",50.62794682,-118.6826772,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-384771-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.7642"
"CU-23.3392","Sk","3392","VANISHING CREEK-LAKE SHORE","CU-23",51.08096684,-118.9160473,"STh","GStr","STh+GStr","100-190442-999098-995997-520465-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3392"
"CU-23.46519","Sk","46519","WAP CREEK","CU-23",50.7266859,-118.6143622,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-384566-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46519"
"CU-23.45025","Sk","45025","YARD CREEK","CU-23",50.90768072,-118.8213384,"STh","GStr","STh+GStr","100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.45025"
"CU-02.46600","Sk","46600","BARRIERE RIVER","CU-02",51.17371372,-120.1387374,"NTh","GStr","NTh+GStr","100-190442-998192-185576-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-02.46600"
"CU-02.46680","Sk","46680","CLEARWATER RIVER","CU-02",51.63318645,-120.0809956,"NTh","GStr","NTh+GStr","100-190442-998192-349877-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-02.46680"
"CU-02.69019","Sk","69019","DUNN CREEK","CU-02",51.45876631,-120.1458021,"NTh","GStr","NTh+GStr","100-190442-998192-288800-076644-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-02.69019"
